register_id,name,institution_id,institution_name,created,modified,addresses_roadtype_id,addresses_roadtype_name,addresses_road_id,addresses_road_name,addresses_start_street_number,addresses_end_street_number,addresses_neighborhood_id,addresses_neighborhood_name,addresses_district_id,addresses_district_name,addresses_zip_code,addresses_town,addresses_main_address,addresses_type,values_id,values_attribute_id,values_category,values_attribute_name,values_value,values_outstanding,values_description,secondary_filters_id,secondary_filters_name,secondary_filters_fullpath,secondary_filters_tree,secondary_filters_asia_id,geo_epgs_25831_x,geo_epgs_25831_y,geo_epgs_4326_x,geo_epgs_4326_y
﻿99400390924,Casa Llorenç Camprubí,,,2015-07-07T11:07:02+02:00,2022-09-17T08:22:00.607496+02:00,,,071600,C Casp,22,,07,la Dreta de l'Eixample,02,Eixample,08010,BARCELONA,True,,,,,,,,,,,,,,430679.34371728153,4582311.645686174,41.38934938466775,2.1708556704360626
﻿99400390943,Forn Sarret,,,2015-07-07T11:38:26+02:00,2022-09-17T08:22:05.567941+02:00,,,145003,C Girona,73,,07,la Dreta de l'Eixample,02,Eixample,08009,BARCELONA,True,,227217,20001,Telèfons,Tel.,934874390,True,,,,,,,430701.53037753666,4582914.211811815,41.39477841624774,2.1710520735754435
﻿99400390960,Casa Dolors Calm,,,2015-07-07T12:07:55+02:00,2021-09-09T02:15:07.722085+02:00,,,074506,Rbla Catalunya,54,,07,la Dreta de l'Eixample,02,Eixample,08007,BARCELONA,True,,,,,,,,,,,,,,430113.8041781535,4582485.241875964,41.39086396941241,2.164071911206961
﻿99400390964,Casa Juncosa,,,2015-07-07T12:17:13+02:00,2022-09-17T08:22:11.424636+02:00,,,074506,Rbla Catalunya,78,,07,la Dreta de l'Eixample,02,Eixample,08008,BARCELONA,True,,,,,,,,,,,,,,429943.8357951747,4582653.09220315,41.392360953618585,2.1620196660786224
﻿99400390986,Cases Pascual i Pons,,,2015-07-07T13:25:03+02:00,2022-09-17T08:22:15.015447+02:00,,,148307,Pg Gràcia,2,,07,la Dreta de l'Eixample,02,Eixample,08007,BARCELONA,True,,,,,,,,,,,,,,430619.37732210173,4582205.154712962,41.388385084056864,2.1701506816093343
﻿93021131358,Casa Llopis Bofill,,,1993-01-21T00:00:00+01:00,2022-09-17T05:00:09.680048+02:00,,,031300,Bailèn,113,,07,la Dreta de l'Eixample,02,Eixample,08009,BARCELONA,True,,,,,,,,,,,,,,430573.15055846254,4583237.370633049,41.39767792794139,2.169479497833732
﻿99400469463,Espai Bombers Parc de la Prevenció de Barcelona,,,2016-11-15T12:52:43+01:00,2022-09-12T14:58:51.230959+02:00,,,178400,C Lleida,30,,11,el Poble-sec,03,Sants-Montjuïc,08004,BARCELONA,True,,229179,20001,Telèfons,Tel.,932565434,True,,,,,,,429300.4944818224,4580586.98623315,41.37369595375425,2.154566177208794
﻿99400477531,Cansaladeria Puig,,,2017-02-09T09:52:07+01:00,2021-09-09T02:16:34.671644+02:00,,,296202,C Gran de Sant Andreu,147,,60,Sant Andreu,09,Sant Andreu,08030,BARCELONA,True,,229628,20001,Telèfons,Tel.,933467301,True,,,,,,,432259.9684046709,4587028.286017658,41.43196537763445,2.1892316530910487
﻿99400477225,Carrer Aiguafreda,,,2017-02-06T09:46:29+01:00,2021-09-09T02:15:50.452911+02:00,,,004500,C Aiguafreda,1,,43,Horta,07,Horta-Guinardó,08032,BARCELONA,True,,,,,,,,,,,,,,429766.4747222695,4586471.028939244,41.426732211545875,2.1594552433114487
﻿99400477253,Casa Anoll,,,2017-02-06T12:30:06+01:00,2022-09-17T08:50:28.881441+02:00,,,341307,C Josep Torres,2,,31,la Vila de Gràcia,06,Gràcia,08012,BARCELONA,True,,,,,,,,,,,,,,429872.8212982236,4583551.041428972,41.40044227869542,2.1610663164262904
﻿99400477257,Casa Barangé,,,2017-02-06T12:44:38+01:00,2021-09-09T02:15:54.586051+02:00,,,216702,Pl Mons,4,,28,Vallcarca i els Penitents,06,Gràcia,08023,BARCELONA,True,,,,,,,,,,,,,,428498.88833898026,4585003.060982058,41.413399023929664,2.1444601068144356
﻿99400477325,Casa Josep Castelló,,,2017-02-07T09:42:42+01:00,2022-09-17T08:50:49.741447+02:00,,,328309,C Sors,23,,31,la Vila de Gràcia,06,Gràcia,08024,BARCELONA,True,,,,,,,,,,,,,,429653.17822802917,4584528.33585264,41.40922522099331,2.1583254055522816
﻿99400477328,Casa Martí Trias i Domènech,,,2017-02-07T10:18:03+01:00,2021-09-09T02:15:59.668541+02:00,,,234908,C Olot,5,,30,la Salut,06,Gràcia,08024,BARCELONA,True,,,,,,,,,,,,,,429223.3603020286,4585008.1790845245,41.41350924872243,2.1531271963876573
﻿99400477333,Casa Rosa Alemany,,,2017-02-07T10:49:44+01:00,2022-09-17T08:50:50.831756+02:00,,,279600,Av República Argentina,6,,28,Vallcarca i els Penitents,06,Gràcia,08023,BARCELONA,True,,,,,,,,,,,,,,428841.1051575197,4584331.099606007,41.40737731100891,2.1486334572576897
﻿99400477336,Casa Serès,,,2017-02-07T10:58:51+01:00,2021-09-09T02:16:05.225606+02:00,,,356803,C Verdi,39,,31,la Vila de Gràcia,06,Gràcia,08012,BARCELONA,True,,,,,,,,,,,,,,429505.75378027244,4583954.025422355,41.40403970754993,2.156628602714139
﻿92136125347,Federació de Comerciants Barna Centre,,,1992-05-15T00:00:00+02:00,2022-02-14T16:13:36.839683+01:00,,,268808,Av Portal de l'Àngel,7,,02,el Barri Gòtic,01,Ciutat Vella,08002,BARCELONA,True,,171004,20001,Telèfons,Tel.,933 187 744,True,,,,,,,430917.76149981323,4581825.05248319,41.384987301167484,2.1737625883362997
﻿92086015838,Reial Club Nàutic de Barcelona,,,1986-07-10T00:00:00+02:00,2022-09-17T04:26:28.195520+02:00,,,541576,Moll Espanya,1,,02,el Barri Gòtic,01,Ciutat Vella,08039,BARCELONA,True,,165080,20001,Telèfons,Tel.,932216521,True,,57732077,Altres esports,Planol BCN >> Esports >> Esports individuals >> Altres esports,651,0065103004001009,431684.2152250774,4580957.475106608,41.37723872429205,2.1830264347318584
﻿92086015838,Reial Club Nàutic de Barcelona,,,1986-07-10T00:00:00+02:00,2022-09-17T04:26:28.195520+02:00,,,541576,Moll Espanya,1,,02,el Barri Gòtic,01,Ciutat Vella,08039,BARCELONA,True,,165080,20001,Telèfons,Tel.,932216521,True,,57345754,Instal·lacions esportives,Planol BCN >> Esports >> Instal·lacions esportives,651,0065102004002,431684.2152250774,4580957.475106608,41.37723872429205,2.1830264347318584
"﻿99400477551,""L'antic Putxet. Els carrers Manacor, Cadis i Putxet"",,,2017-02-09T11:51:15+01:00,2021-09-09T02:16:33.572219+02:00,,,271904,C Putxet,1,,27,el Putxet i el Farró,05,Sarrià-Sant Gervasi,08006,BARCELONA,True,,,,,,,,,,,,,,428301.95147034584,4583976.008954899,41.40413124648985,2.142225615431341"
﻿99400477572,Passatge de Sant Felip,,,2017-02-09T13:40:12+01:00,2021-09-09T02:16:43.509207+02:00,,,300208,Ptge Sant Felip,1,,27,el Putxet i el Farró,05,Sarrià-Sant Gervasi,08006,BARCELONA,True,,,,,,,,,,,,,,428708.9635347633,4583888.933890137,41.40338319158916,2.1471047244543726
﻿99400050456,Centre de Reunions i Convencions UAB Casa Convalescència,,,2003-07-11T12:21:24+02:00,2021-09-09T02:14:03.467095+02:00,,,297001,C Sant Antoni Maria Claret,171,,35,el Guinardó,07,Horta-Guinardó,08025,BARCELONA,True,,207229,20003,Telèfons,Centraleta,934335000,True,,,,,,,431211.3219929034,4585020.379375686,41.41379174747704,2.176910232352591
﻿92086005508,Parròquia de la Mare de Déu del Coll,,,1984-05-30T00:00:00+02:00,2022-09-17T03:59:51.031344+02:00,,,320307,C Santuari,30,,29,el Coll,06,Gràcia,08032,BARCELONA,True,,162357,20001,Telèfons,Tel.,932138229,True,,59731075,Esglésies catòliques,Planol BCN >> Llocs de culte >> Llocs de culte >> Esglésies catòliques,651,0065103006000007,429079.4805441422,4585744.91687258,41.420132063616215,2.151319417179658
﻿92086000953,Col·legi d'Arquitectes de Catalunya,,,1984-05-30T00:00:00+02:00,2021-07-06T22:49:41.394733+02:00,,,230907,Pl Nova,5,,02,el Barri Gòtic,01,Ciutat Vella,08002,BARCELONA,True,,160011,20052,Telèfons,Atenció ciutadana,933067841,True,,,,,,,431025.6464628435,4581767.452067333,41.38447776866129,2.1750593430010214
﻿99400006102,Antic Dispensari Antituberculós,,,2002-06-12T12:29:51+02:00,2022-09-17T05:56:40.804648+02:00,,,341602,C Torres i Amat,8,,01,el Raval,01,Ciutat Vella,08001,BARCELONA,True,,,,,,,,,,,,,,430198.95950103924,4581759.622974072,41.38433595216771,2.165173981341848
﻿92168164465,Escola Josep Maria Jujol,,,1986-11-27T00:00:00+01:00,2022-09-17T04:52:41.067870+02:00,,,282401,C Riera de Sant Miquel,39,,31,la Vila de Gràcia,06,Gràcia,08006,BARCELONA,True,,171844,20001,Telèfons,Tel.,932180890,True,,56731069,Ensenyament infantil (3-6 anys),Planol BCN >> Educació >> Ensenyament infantil >> Ensenyament infantil (3-6 anys),651,0065103003000001,429438.34657057555,4583307.985709356,41.39821515341866,2.1558975483762164
﻿92168164465,Escola Josep Maria Jujol,,,1986-11-27T00:00:00+01:00,2022-09-17T04:52:41.067870+02:00,,,282401,C Riera de Sant Miquel,39,,31,la Vila de Gràcia,06,Gràcia,08006,BARCELONA,True,,171844,20001,Telèfons,Tel.,932180890,True,,56732068,Educació primària,Planol BCN >> Educació >> Ensenyament reglat >> Educació primària,651,0065103003001000,429438.34657057555,4583307.985709356,41.39821515341866,2.1558975483762164
﻿92086020872,Parc de la Creueta del Coll,,,1987-05-05T00:00:00+02:00,2021-05-03T16:04:52.738886+02:00,,,230000,Pg Mare de Déu del Coll,77,,29,el Coll,06,Gràcia,08023,BARCELONA,True,,165890,20001,Telèfons,Tel.,010,True,,55737068,Parcs i jardins,Planol BCN >> Cultura i lleure >> Parcs i jardins >> Parcs i jardins,651,0065103002006000,428655.06968450494,4585652.736681833,41.419264262411424,2.1462520569914063
﻿92086020872,Parc de la Creueta del Coll,,,1987-05-05T00:00:00+02:00,2021-05-03T16:04:52.738886+02:00,,,230000,Pg Mare de Déu del Coll,77,,29,el Coll,06,Gràcia,08023,BARCELONA,True,,165890,20001,Telèfons,Tel.,010,True,,66731068,WiFi BCN,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,651,0065103013000000,428655.06968450494,4585652.736681833,41.419264262411424,2.1462520569914063
﻿92086009779,Mercat de La Guineueta,,,1985-01-17T00:00:00+01:00,2022-08-03T13:34:38.848224+02:00,,,351901,Passeig de Valldaura,186,,48,la Guineueta,08,Nou Barris,08042,Barcelona,True,,162006,20001,Telèfons,Tel.,934132338,True,,58731068,Mercats municipals,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats municipals,651,0065103005000000,430680.7835760518,4587785.720318845,41.43865254771624,2.170245672758619
﻿92086030398,Platja de Sant Sebastià,,,1989-06-30T00:00:00+02:00,2022-08-02T08:54:40.233931+02:00,,,197903,Passeig Marítim de la Barceloneta,2,,03,la Barceloneta,01,Ciutat Vella,08003,Barcelona,True,,,,,,,,,66731068,WiFi BCN,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,651,0065103013000000,432236.8619312499,4580560.11309691,41.373706513534366,2.1896792006250663
"﻿92086008803,Monument Arc de Triomf de Barcelona,,,1984-12-07T00:00:00+01:00,2021-09-09T02:13:43.575730+02:00,,,359109,Pg Lluís Companys,15,,04,""Sant Pere, Santa Caterina i la Ribera"",01,Ciutat Vella,08003,BARCELONA,True,,,,,,,,,,,,,,431504.5306590743,4582496.040055189,41.39108086341498,2.1807039051520003"
﻿92086030399,Platja de la Nova Icària,,,1989-06-30T00:00:00+02:00,2022-08-02T08:52:16.248388+02:00,,,700757,Pg Marítim de Nova Icària,60,,67,la Vila Olímpica del Poblenou,10,Sant Martí,08005,BARCELONA,True,,413562,20007,Telèfons,Cita prèvia,611 532 778,False,No cal cita prèvia quan tan sols es necessiti el préstec de material o petites assistències,66731068,WiFi BCN,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,651,0065103013000000,433358.5326497905,4582443.648936842,41.39076474300676,2.2028838890750646
﻿99400141885,Edifici de la Fàbrica Moritz - Espai Gastronòmic i Cultural,,,2005-09-15T11:48:54+02:00,2022-09-17T06:28:39.200223+02:00,,,296508,Rda Sant Antoni,39,,10,Sant Antoni,02,Eixample,08011,BARCELONA,True,,213365,20001,Telèfons,Tel.,934235434,True,,,,,,,430051.7049739298,4581560.654885423,41.38253112132161,2.1634359544972748
﻿96113125023,Parc del Poblenou,,,1996-04-22T00:00:00+02:00,2021-06-10T09:35:26.566531+02:00,,,700654,Av Litoral,59,,68,el Poblenou,10,Sant Martí,08005,BARCELONA,True,,191662,20001,Telèfons,Tel.,010,True,,55737068,Parcs i jardins,Planol BCN >> Cultura i lleure >> Parcs i jardins >> Parcs i jardins,651,0065103002006000,433748.6157166563,4583163.413991481,41.397279718190724,2.207470604184096
﻿99400077221,Torre Glòries,,,2004-03-19T09:40:20+01:00,2022-09-19T07:39:41.767633+02:00,,,144601,Av Diagonal,209,,66,el Parc i la Llacuna del Poblenou,10,Sant Martí,08018,BARCELONA,True,,,,,,,,,,,,,,432279.1198551179,4583865.000857265,41.40347629324701,2.1898150096284694
﻿95128120700,Font Hércules,,,1995-05-08T00:00:00+02:00,2022-09-17T05:14:45.181121+02:00,,,305100,Pg Sant Joan,152,,32,el Camp d'en Grassot i Gràcia Nova,06,Gràcia,08037,BARCELONA,True,,,,,,,,,,,,,,430315.1249607541,4583744.244636025,41.402220848593636,2.1663348303868433
﻿92086009475,Cementiri Sant Andreu,,,1985-03-28T00:00:00+01:00,2021-10-06T13:27:16.697912+02:00,,,141501,Carrer dels Garrofers,35,,45,Porta,08,Nou Barris,08016,Barcelona,True,,162405,20001,Telèfons,Tel.,934841999,True,,68731069,Cementiris,Planol BCN >> Serveis funeraris >> Serveis funeraris >> Cementiris,651,0065103015000001,431413.3564969582,4587641.013877718,41.437412139312414,2.1790301618213404
﻿92086030400,Platja de la Mar Bella,,,1989-06-30T00:00:00+02:00,2022-08-02T08:51:46.230704+02:00,,,700768,Passeig Marítim de la Mar Bella,104,104,69,Diagonal Mar i el Front Marítim del Poblenou,10,Sant Martí,08005,Barcelona,True,,,,,,,,,,,,,,434155.9587308335,4583303.982699825,41.39857924467329,2.2123276980931683
﻿92086038778,Torre Montjuïc Calatrava,,,1992-03-25T00:00:00+01:00,2021-09-09T02:14:05.786572+02:00,,,162807,Pg Minici Natal,8,,11,el Poble-sec,03,Sants-Montjuïc,08038,BARCELONA,True,,,,,,,,,,,,,,429047.49415036454,4579600.2638144335,41.36478660504145,2.1516565451460616
﻿92168152775,Club Tennis Barcino,,,1989-11-23T00:00:00+01:00,2022-09-17T04:52:02.634102+02:00,,,225703,Pl Narcisa Freixas,2,,27,el Putxet i el Farró,05,Sarrià-Sant Gervasi,08022,BARCELONA,True,,171793,20001,Telèfons,Tel.,934170805,True,,57731068,Bàsquet,Planol BCN >> Esports >> Esports d'equip >> Bàsquet,651,0065103004000000,427988.9954102291,4584445.309311992,41.408330066758374,2.1384260681340863
﻿92168152775,Club Tennis Barcino,,,1989-11-23T00:00:00+01:00,2022-09-17T04:52:02.634102+02:00,,,225703,Pl Narcisa Freixas,2,,27,el Putxet i el Farró,05,Sarrià-Sant Gervasi,08022,BARCELONA,True,,171793,20001,Telèfons,Tel.,934170805,True,,57731070,Frontennis,Planol BCN >> Esports >> Esports d'equip >> Frontennis,651,0065103004000002,427988.9954102291,4584445.309311992,41.408330066758374,2.1384260681340863
﻿92168152775,Club Tennis Barcino,,,1989-11-23T00:00:00+01:00,2022-09-17T04:52:02.634102+02:00,,,225703,Pl Narcisa Freixas,2,,27,el Putxet i el Farró,05,Sarrià-Sant Gervasi,08022,BARCELONA,True,,171793,20001,Telèfons,Tel.,934170805,True,,57731071,Futbol sala,Planol BCN >> Esports >> Esports d'equip >> Futbol sala,651,0065103004000003,427988.9954102291,4584445.309311992,41.408330066758374,2.1384260681340863
﻿92168152775,Club Tennis Barcino,,,1989-11-23T00:00:00+01:00,2022-09-17T04:52:02.634102+02:00,,,225703,Pl Narcisa Freixas,2,,27,el Putxet i el Farró,05,Sarrià-Sant Gervasi,08022,BARCELONA,True,,171793,20001,Telèfons,Tel.,934170805,True,,57731073,Tennis,Planol BCN >> Esports >> Esports d'equip >> Tennis,651,0065103004000005,427988.9954102291,4584445.309311992,41.408330066758374,2.1384260681340863
﻿92168152775,Club Tennis Barcino,,,1989-11-23T00:00:00+01:00,2022-09-17T04:52:02.634102+02:00,,,225703,Pl Narcisa Freixas,2,,27,el Putxet i el Farró,05,Sarrià-Sant Gervasi,08022,BARCELONA,True,,171793,20001,Telèfons,Tel.,934170805,True,,57732077,Altres esports,Planol BCN >> Esports >> Esports individuals >> Altres esports,651,0065103004001009,427988.9954102291,4584445.309311992,41.408330066758374,2.1384260681340863
﻿92168152775,Club Tennis Barcino,,,1989-11-23T00:00:00+01:00,2022-09-17T04:52:02.634102+02:00,,,225703,Pl Narcisa Freixas,2,,27,el Putxet i el Farró,05,Sarrià-Sant Gervasi,08022,BARCELONA,True,,171793,20001,Telèfons,Tel.,934170805,True,,57732074,Esquaix,Planol BCN >> Esports >> Esports individuals >> Esquaix,651,0065103004001006,427988.9954102291,4584445.309311992,41.408330066758374,2.1384260681340863
﻿92168152775,Club Tennis Barcino,,,1989-11-23T00:00:00+01:00,2022-09-17T04:52:02.634102+02:00,,,225703,Pl Narcisa Freixas,2,,27,el Putxet i el Farró,05,Sarrià-Sant Gervasi,08022,BARCELONA,True,,171793,20001,Telèfons,Tel.,934170805,True,,57732071,Fitness,Planol BCN >> Esports >> Esports individuals >> Fitness,651,0065103004001003,427988.9954102291,4584445.309311992,41.408330066758374,2.1384260681340863
﻿92168152775,Club Tennis Barcino,,,1989-11-23T00:00:00+01:00,2022-09-17T04:52:02.634102+02:00,,,225703,Pl Narcisa Freixas,2,,27,el Putxet i el Farró,05,Sarrià-Sant Gervasi,08022,BARCELONA,True,,171793,20001,Telèfons,Tel.,934170805,True,,57732072,Gimnàstica,Planol BCN >> Esports >> Esports individuals >> Gimnàstica,651,0065103004001004,427988.9954102291,4584445.309311992,41.408330066758374,2.1384260681340863
﻿92168152775,Club Tennis Barcino,,,1989-11-23T00:00:00+01:00,2022-09-17T04:52:02.634102+02:00,,,225703,Pl Narcisa Freixas,2,,27,el Putxet i el Farró,05,Sarrià-Sant Gervasi,08022,BARCELONA,True,,171793,20001,Telèfons,Tel.,934170805,True,,57732073,Natació,Planol BCN >> Esports >> Esports individuals >> Natació,651,0065103004001005,427988.9954102291,4584445.309311992,41.408330066758374,2.1384260681340863
﻿92168152775,Club Tennis Barcino,,,1989-11-23T00:00:00+01:00,2022-09-17T04:52:02.634102+02:00,,,225703,Pl Narcisa Freixas,2,,27,el Putxet i el Farró,05,Sarrià-Sant Gervasi,08022,BARCELONA,True,,171793,20001,Telèfons,Tel.,934170805,True,,57732075,Tennis taula,Planol BCN >> Esports >> Esports individuals >> Tennis taula,651,0065103004001007,427988.9954102291,4584445.309311992,41.408330066758374,2.1384260681340863
﻿92168152775,Club Tennis Barcino,,,1989-11-23T00:00:00+01:00,2022-09-17T04:52:02.634102+02:00,,,225703,Pl Narcisa Freixas,2,,27,el Putxet i el Farró,05,Sarrià-Sant Gervasi,08022,BARCELONA,True,,171793,20001,Telèfons,Tel.,934170805,True,,57345754,Instal·lacions esportives,Planol BCN >> Esports >> Instal·lacions esportives,651,0065102004002,427988.9954102291,4584445.309311992,41.408330066758374,2.1384260681340863
﻿95152103742,Spotify Camp Nou,92086001967,Futbol Club Barcelona,1995-06-01T00:00:00+02:00,2022-07-06T13:29:07.335949+02:00,,,100708,C Aristides Maillol,12,,20,la Maternitat i Sant Ramon,04,Les Corts,08028,BARCELONA,True,,186216,20001,Telèfons,Tel.,934963600,True,,57731072,Futbol,Planol BCN >> Esports >> Esports d'equip >> Futbol,651,0065103004000004,426658.4039978079,4581402.770707185,41.380806951232216,2.1228764926605805
﻿95152103742,Spotify Camp Nou,92086001967,Futbol Club Barcelona,1995-06-01T00:00:00+02:00,2022-07-06T13:29:07.335949+02:00,,,100708,C Aristides Maillol,12,,20,la Maternitat i Sant Ramon,04,Les Corts,08028,BARCELONA,True,,186216,20001,Telèfons,Tel.,934963600,True,,57732077,Altres esports,Planol BCN >> Esports >> Esports individuals >> Altres esports,651,0065103004001009,426658.4039978079,4581402.770707185,41.380806951232216,2.1228764926605805
﻿95152103742,Spotify Camp Nou,92086001967,Futbol Club Barcelona,1995-06-01T00:00:00+02:00,2022-07-06T13:29:07.335949+02:00,,,100708,C Aristides Maillol,12,,20,la Maternitat i Sant Ramon,04,Les Corts,08028,BARCELONA,True,,186216,20001,Telèfons,Tel.,934963600,True,,57345754,Instal·lacions esportives,Planol BCN >> Esports >> Instal·lacions esportives,651,0065102004002,426658.4039978079,4581402.770707185,41.380806951232216,2.1228764926605805
﻿92168165697,Escola Mossèn Jacint Verdaguer,,,1985-05-10T00:00:00+02:00,2021-07-30T15:43:12.351754+02:00,,,178400,C Lleida,32,,11,el Poble-sec,03,Sants-Montjuïc,08004,BARCELONA,True,,171614,20001,Telèfons,Tel.,934240201,True,,56731069,Ensenyament infantil (3-6 anys),Planol BCN >> Educació >> Ensenyament infantil >> Ensenyament infantil (3-6 anys),651,0065103003000001,429321.6782846101,4580545.116646332,41.37332070884572,2.1548243508911464
﻿92168165697,Escola Mossèn Jacint Verdaguer,,,1985-05-10T00:00:00+02:00,2021-07-30T15:43:12.351754+02:00,,,178400,C Lleida,32,,11,el Poble-sec,03,Sants-Montjuïc,08004,BARCELONA,True,,171614,20001,Telèfons,Tel.,934240201,True,,56732068,Educació primària,Planol BCN >> Educació >> Ensenyament reglat >> Educació primària,651,0065103003001000,429321.6782846101,4580545.116646332,41.37332070884572,2.1548243508911464
﻿99400442622,Associació d'Emprenedors del Clot-Eix Clot,,,2016-04-18T11:52:44+02:00,2022-03-14T13:01:49.681194+01:00,,,297001,Carrer de Sant Antoni Maria Claret,358,358,64,el Camp de l'Arpa del Clot,10,Sant Martí,08041,Barcelona,True,,228562,20001,Telèfons,Tel.,686 033 161,True,,,,,,,431597.09541575,4585310.611427071,41.41643869811126,2.1814929274013637
﻿99400550445,Masia Ca l'Armera,,,2017-11-06T10:21:42+01:00,2022-09-17T09:08:48.481853+02:00,,,065403,C Cardenal Tedeschini,32,,62,el Congrés i els Indians,09,Sant Andreu,08027,BARCELONA,True,,,,,,,,,,,,,,431750.67148947885,4586329.434725152,41.42562795245565,2.183215458926026
﻿92321085817,Centre Municipal de Vela,,,1992-11-16T00:00:00+01:00,2022-10-17T08:39:11.380321+02:00,,,700697,Moll Gregal,33,,67,la Vila Olímpica del Poblenou,10,Sant Martí,08005,BARCELONA,True,,172973,20001,Telèfons,Tel.,932257940,True,,57732077,Altres esports,Planol BCN >> Esports >> Esports individuals >> Altres esports,651,0065103004001009,433256.89568908396,4582184.368446707,41.38842104043444,2.2016968649217765
﻿92321085817,Centre Municipal de Vela,,,1992-11-16T00:00:00+01:00,2022-10-17T08:39:11.380321+02:00,,,700697,Moll Gregal,33,,67,la Vila Olímpica del Poblenou,10,Sant Martí,08005,BARCELONA,True,,172973,20001,Telèfons,Tel.,932257940,True,,57345754,Instal·lacions esportives,Planol BCN >> Esports >> Instal·lacions esportives,651,0065102004002,433256.89568908396,4582184.368446707,41.38842104043444,2.2016968649217765
﻿92321085817,Centre Municipal de Vela,,,1992-11-16T00:00:00+01:00,2022-10-17T08:39:11.380321+02:00,,,700697,Moll Gregal,33,,67,la Vila Olímpica del Poblenou,10,Sant Martí,08005,BARCELONA,True,,172973,20001,Telèfons,Tel.,932257940,True,,57733068,Instal·lacions esportives municipals,Planol BCN >> Esports >> Instal·lacions esportives >> Instal·lacions esportives municipals,651,0065103004002000,433256.89568908396,4582184.368446707,41.38842104043444,2.2016968649217765
﻿92086030198,Gerència Urbanística Port Vell de l'Autoritat Portuària de Barcelona,,,1989-05-17T00:00:00+02:00,2022-09-17T04:40:49.314856+02:00,,,169307,C Josep Anselm Clavé,27,,02,el Barri Gòtic,01,Ciutat Vella,08002,BARCELONA,True,,168049,20001,Telèfons,Tel.,933176135,True,,,,,,,431284.1980984574,4581037.432245046,41.37792481602984,2.1782341227997044
﻿99400477634,La plaça de Pedralbes,,,2017-02-10T09:33:12+01:00,2021-09-09T02:17:01.239936+02:00,,,248505,Pl Pedralbes,,,21,Pedralbes,04,Les Corts,08034,BARCELONA,True,,,,,,,,,,,,,,425951.34750582615,4583066.777316636,41.395729151007615,2.114218062249275
﻿99400477652,La Torre Blanca,,,2017-02-10T10:30:50+01:00,2022-09-17T08:52:44.469851+02:00,,,336001,Pg Til·lers,1,,21,Pedralbes,04,Les Corts,08034,BARCELONA,True,,,,,,,,,,,,,,426324.19103582454,4582367.742217858,41.38946749792317,2.11876260601679
﻿99400477675,Pilar d'Aigua de Sant Andreu,,,2017-02-10T12:32:25+01:00,2022-09-17T08:52:48.361779+02:00,,,176404,C Llenguadoc,95,,60,Sant Andreu,09,Sant Andreu,08030,BARCELONA,True,,,,,,,,,,,,,,431927.3476684418,4586853.15665729,41.430359925789794,2.1852706828435733
﻿99400477678,La Plaça de les Havaneres,,,2017-02-10T12:37:15+01:00,2021-09-09T02:17:06.358233+02:00,,,168905,C Jordi de Sant Jordi,5,,62,el Congrés i els Indians,09,Sant Andreu,08027,BARCELONA,True,,,,,,,,,,,,,,431701.1720684331,4585844.271443607,41.42125404672892,2.1826779224213384
﻿99400477584,Places de Joaquim Folguera i Frederic Soler,,,2017-02-09T13:54:20+01:00,2021-09-09T02:16:51.125734+02:00,,,231706,Pl Joaquim Folguera,,,25,Sant Gervasi - la Bonanova,05,Sarrià-Sant Gervasi,08022,BARCELONA,True,,,,,,,,,,,,,,428026.79811199,4584122.855464401,41.405429245723575,2.1389166559414923
﻿99400477654,Torre de Santa Caterina,,,2017-02-10T10:37:05+01:00,2021-09-09T02:17:02.943058+02:00,,,243400,C Panamà,21,,21,Pedralbes,04,Les Corts,08034,BARCELONA,True,,,,,,,,,,,,,,425257.4452654195,4582991.541897886,41.394987347747104,2.1059277429633085
﻿99400477593,El Conjunt Residencial de Les Escales Park,,,2017-02-09T16:00:05+01:00,2021-09-09T02:16:51.567013+02:00,,,328003,C Sor Eulàlia d'Anzizu,38,,21,Pedralbes,04,Les Corts,08034,BARCELONA,True,,,,,,,,,,,,,,426045.0336854849,4582657.082333938,41.39204783587929,2.1153886541782843
﻿99400477598,Mural Literari Gran Price,,,2017-02-09T16:24:46+01:00,2021-09-09T02:16:49.159959+02:00,,,038604,C Benavent,26,,20,la Maternitat i Sant Ramon,04,Les Corts,08028,BARCELONA,True,,,,,,,,,,,,,,426830.0283823792,4581158.350129997,41.37862118106109,2.1249583022879026
﻿99400477599,El passatge de Tubella,,,2017-02-09T16:36:10+01:00,2021-09-09T02:16:50.827053+02:00,,,347529,Ptge Tubella,1,,19,les Corts,04,Les Corts,08014,BARCELONA,True,,,,,,,,,,,,,,427752.93828916945,4581715.635889473,41.383723833210524,2.135927755117388
﻿99400477609,Colònia Carné,,,2017-02-09T17:20:55+01:00,2021-09-09T02:16:54.630445+02:00,,,310507,Av Sant Ramon Nonat,22,,20,la Maternitat i Sant Ramon,04,Les Corts,08028,BARCELONA,True,,,,,,,,,,,,,,426167.4038674722,4580965.341869859,41.376822310380064,2.117058367742885
